og_id,timestamp,machine_id,os,file_path,malware_type,detection_method,scan_type,action_taken,severity,file_size_kb,is_persistent,network_activity
b12e6b38-bf6d-48d5-a30c-bafb91351aad,28-06-2025 11:26,Machine_58,Windows 7,C:/Users/User32/Downloads/file_8391.docx,Rootkit,Behavioral,Custom Scan,Ignored,Medium,2687.55,1,1
9baff760-532c-4c29-95c8-ea91868939f8,24-06-2025 14:25,Machine_97,Windows 10,C:/Users/User12/Downloads/file_6745.pdf,Trojan,Signature-based,Custom Scan,Deleted,Low,3486.66,1,1
5839ca31-0a40-466b-899b-59b8d6b5d7b7,21-05-2025 22:49,Machine_20,macOS,C:/Users/User32/Downloads/file_2833.dll,Keylogger,Heuristic,Quick Scan,Ignored,Medium,3392.83,0,0
c23eb5bf-2b2d-4d53-831d-17c3b2c6845a,02-06-2025 19:37,Machine_98,Linux,C:/Users/User31/Downloads/file_4551.exe,Rootkit,Sandbox,Custom Scan,Deleted,Critical,1872.69,0,1
c7e6e8ff-3f85-423b-9c7f-7ee142ea166c,11-06-2025 04:24,Machine_23,macOS,C:/Users/User45/Downloads/file_3812.exe,Adware,Behavioral,Custom Scan,Blocked,High,2402.87,0,0
995e1617-0055-4de5-a54e-178f6973d90c,28-05-2025 02:06,Machine_72,Windows 11,C:/Users/User26/Downloads/file_4227.xlsx,Rootkit,Signature-based,Full Scan,Deleted,Medium,4004.21,0,0
9bb55c33-fc58-40c5-b9b6-9b81febd4ca4,18-05-2025 00:42,Machine_57,macOS,C:/Users/User33/Downloads/file_8069.js,Trojan,Heuristic,Custom Scan,Ignored,Critical,1870.74,0,1
89faeea7-f33d-439c-ac3d-3a4d9e0a59fb,10-06-2025 14:50,Machine_62,macOS,C:/Users/User47/Downloads/file_8905.dll,Backdoor,Behavioral,Quick Scan,Quarantined,Medium,3348.24,0,1
e9149fc8-9e82-487a-9518-ffef39cee3cc,09-06-2025 23:56,Machine_27,Windows 7,C:/Users/User16/Downloads/file_9239.dll,Worm,Behavioral,Full Scan,Ignored,Low,4285.96,0,1
77211bf4-818a-420e-ae7a-ca33389a2f5c,25-05-2025 07:58,Machine_7,Linux,C:/Users/User18/Downloads/file_9447.exe,Spyware,Sandbox,Custom Scan,Ignored,Critical,3220.04,1,0
ec54b0b2-a324-4ad8-b50d-cf9e9743e34d,03-06-2025 21:52,Machine_26,Windows 11,C:/Users/User37/Downloads/file_2645.bat,Keylogger,Sandbox,Quick Scan,Ignored,High,87.78,1,0
0fbecc5b-ca92-4ccf-a1b4-fe4620e157dc,05-06-2025 11:10,Machine_35,Windows 10,C:/Users/User4/Downloads/file_2105.exe,Ransomware,Heuristic,Full Scan,Blocked,High,3113.06,1,1
e9e7427e-5beb-4acf-af07-2250c5bb1007,24-05-2025 14:06,Machine_15,Windows 10,C:/Users/User7/Downloads/file_9594.dll,Keylogger,Signature-based,Quick Scan,Deleted,Medium,1851.71,1,0
72457208-3c3b-4111-be72-058fb1dbe516,30-06-2025 07:53,Machine_40,Linux,C:/Users/User41/Downloads/file_2270.dll,Worm,Behavioral,Custom Scan,Blocked,Low,4276.18,1,1
2ad058c0-764d-4441-a247-e8efc0f1358a,14-06-2025 20:50,Machine_51,Windows 10,C:/Users/User42/Downloads/file_2515.bat,Ransomware,Heuristic,Full Scan,Deleted,High,4161.69,1,1
b35f01c1-d265-4371-8b20-82422db07371,06-06-2025 13:22,Machine_54,Windows 11,C:/Users/User1/Downloads/file_3914.dll,Spyware,Behavioral,Custom Scan,Ignored,Critical,3116.8,0,0
3ba097a5-4604-4c92-9970-1d29b9a845f8,03-06-2025 06:26,Machine_73,Windows 7,C:/Users/User1/Downloads/file_9031.dll,Backdoor,Heuristic,Custom Scan,Ignored,Medium,1384.59,1,0
52bb2916-a117-4f4a-a2ad-a32fe45c36f7,12-06-2025 01:28,Machine_34,macOS,C:/Users/User44/Downloads/file_1812.exe,Keylogger,Signature-based,Quick Scan,Quarantined,Low,2210.28,1,0
23953f7a-fd85-4014-8a54-e5cfbe46b6bc,16-06-2025 23:31,Machine_25,Windows 7,C:/Users/User9/Downloads/file_2221.xlsx,Worm,Heuristic,Quick Scan,Deleted,Medium,1458.87,0,1
4017fdb1-673d-47ee-a00b-91dff952f46b,11-06-2025 19:29,Machine_52,Windows 10,C:/Users/User25/Downloads/file_9431.exe,Rootkit,Sandbox,Full Scan,Quarantined,High,1352.71,0,0
a43c23e2-286b-48cc-a5b9-2ce29acc17da,29-05-2025 03:10,Machine_56,macOS,C:/Users/User24/Downloads/file_1202.pdf,Rootkit,Signature-based,Full Scan,Blocked,High,2761.87,1,0
54eb6917-b47b-419e-bcb5-4e9b73b1b5d9,15-06-2025 05:38,Machine_94,macOS,C:/Users/User36/Downloads/file_3792.exe,Rootkit,Heuristic,Custom Scan,Ignored,Medium,855.07,0,0
b738ac8b-ccae-493b-8aa3-ac2bb919965a,06-06-2025 11:45,Machine_21,Linux,C:/Users/User38/Downloads/file_5429.dll,Ransomware,Signature-based,Full Scan,Quarantined,Low,1085.91,1,1
97289d49-cb95-482e-999a-c07cfb5c9f6e,28-05-2025 09:42,Machine_75,Windows 10,C:/Users/User19/Downloads/file_3759.bat,Rootkit,Heuristic,Quick Scan,Quarantined,Medium,4104.85,0,0
8da4eafc-c745-4361-aca2-302c56ecd0c5,22-06-2025 17:05,Machine_39,Windows 10,C:/Users/User10/Downloads/file_1846.xlsx,Ransomware,Sandbox,Custom Scan,Blocked,Critical,1823.12,1,0
d8da8b51-64e0-4f4c-bc0b-89d5f2185605,01-07-2025 16:01,Machine_19,macOS,C:/Users/User12/Downloads/file_3041.docx,Keylogger,Sandbox,Custom Scan,Ignored,Low,4566.14,1,1
e663f5d2-bada-4af3-963e-e4948f5bb9f9,04-07-2025 23:50,Machine_16,Windows 7,C:/Users/User13/Downloads/file_3449.dll,Trojan,Signature-based,Quick Scan,Deleted,Low,2589.32,0,0
a0831d94-36fd-4af9-9739-8952d8d15559,19-05-2025 22:28,Machine_46,macOS,C:/Users/User35/Downloads/file_3798.docx,Ransomware,Heuristic,Custom Scan,Ignored,Low,3637.69,0,1
682689a4-9fe1-40f1-aa0e-27fee51b331c,17-06-2025 07:20,Machine_23,macOS,C:/Users/User31/Downloads/file_2338.docx,Adware,Signature-based,Quick Scan,Ignored,Medium,4686.78,1,0
4bddeeb8-d33d-44e2-a4c0-9689c8d59205,02-06-2025 11:17,Machine_69,macOS,C:/Users/User29/Downloads/file_1644.scr,Backdoor,Sandbox,Quick Scan,Ignored,Medium,3097.3,0,1
b0554255-bdce-4217-bb07-dede1df1c24f,20-06-2025 10:03,Machine_91,macOS,C:/Users/User31/Downloads/file_5954.exe,Backdoor,Sandbox,Quick Scan,Quarantined,Low,2246.86,1,0
308685af-fcc2-4bae-a5db-358f655a1b21,07-06-2025 08:40,Machine_89,Windows 10,C:/Users/User2/Downloads/file_4950.docx,Trojan,Behavioral,Quick Scan,Quarantined,Critical,4832.81,0,1
adad6b42-a7db-474e-bea5-02022f2b020d,23-06-2025 20:25,Machine_18,Windows 7,C:/Users/User18/Downloads/file_3995.bat,Rootkit,Behavioral,Quick Scan,Blocked,Medium,2969.67,1,1
44fbb3d6-b931-4217-ba55-f61ade991df2,01-06-2025 17:06,Machine_75,Linux,C:/Users/User21/Downloads/file_4035.docx,Worm,Heuristic,Custom Scan,Deleted,Critical,3242.28,0,1
314c13e5-b9e2-43d0-ad86-a36872cfb8dc,02-07-2025 07:55,Machine_84,macOS,C:/Users/User34/Downloads/file_1349.scr,Trojan,Behavioral,Quick Scan,Deleted,High,4519.42,1,0
95e206f8-699e-4a5a-b9d3-d77386415d68,17-05-2025 16:15,Machine_67,Linux,C:/Users/User39/Downloads/file_7016.docx,Worm,Signature-based,Custom Scan,Blocked,Medium,3373.94,0,1
60366a86-b4ff-4688-8b92-0c9d95b18561,03-06-2025 05:15,Machine_40,macOS,C:/Users/User47/Downloads/file_1934.js,Trojan,Sandbox,Custom Scan,Quarantined,Critical,2400.03,0,1
f962d232-a492-4639-8167-aff686b520aa,03-07-2025 23:40,Machine_37,Linux,C:/Users/User40/Downloads/file_7545.docx,Rootkit,Sandbox,Full Scan,Blocked,Critical,630.6,0,0
8a991536-a3c2-467f-ba54-76d20e6889d8,02-07-2025 02:12,Machine_2,Windows 7,C:/Users/User38/Downloads/file_6872.dll,Ransomware,Behavioral,Custom Scan,Ignored,High,3742.52,0,1
4c19703f-1386-4454-b19f-a5c832fd7b79,11-06-2025 07:30,Machine_44,Windows 10,C:/Users/User13/Downloads/file_4095.exe,Rootkit,Signature-based,Full Scan,Ignored,Low,2911.27,0,1
4a14db25-f40e-4cd8-9559-cacaca75c2d0,20-05-2025 15:41,Machine_96,Windows 10,C:/Users/User2/Downloads/file_7729.scr,Ransomware,Behavioral,Quick Scan,Deleted,Critical,1150.75,1,0
5c3d64d0-cb9e-4214-bc5d-f5bf57ded218,11-06-2025 13:00,Machine_94,Windows 10,C:/Users/User17/Downloads/file_2063.scr,Spyware,Sandbox,Quick Scan,Deleted,Medium,1307.77,1,1
b4d66948-63ff-4967-9fc6-d8be0b34785a,27-06-2025 18:30,Machine_60,Windows 10,C:/Users/User46/Downloads/file_4255.pdf,Spyware,Signature-based,Quick Scan,Quarantined,Critical,320.33,0,1
2fee33e2-5943-4e27-897a-f89c97ed2ddd,08-06-2025 19:50,Machine_87,macOS,C:/Users/User48/Downloads/file_6245.pdf,Worm,Signature-based,Quick Scan,Blocked,High,4740.21,1,0
03282672-ac90-4651-b84a-2b4e6893f429,27-06-2025 08:31,Machine_28,Windows 10,C:/Users/User6/Downloads/file_6010.docx,Spyware,Signature-based,Quick Scan,Blocked,Medium,4870.08,0,1
2666351c-55d2-4f67-b0d1-80ee18f15f59,11-06-2025 11:02,Machine_75,Windows 7,C:/Users/User44/Downloads/file_1431.exe,Spyware,Signature-based,Custom Scan,Quarantined,Medium,3526.4,1,1
42dc7349-9ee2-49ba-9e18-b47ed19f8af4,18-05-2025 23:57,Machine_87,Windows 10,C:/Users/User3/Downloads/file_3113.dll,Adware,Behavioral,Quick Scan,Ignored,Low,2722.15,1,0
d3fd98f2-406d-474f-beec-0ea7a08f8589,23-05-2025 01:54,Machine_67,Windows 7,C:/Users/User28/Downloads/file_2026.bat,Backdoor,Sandbox,Custom Scan,Deleted,Medium,3798.64,1,1
f88e48cf-2a5f-4524-9c16-34dac4473ddd,11-05-2025 01:02,Machine_27,Windows 11,C:/Users/User2/Downloads/file_5589.docx,Ransomware,Sandbox,Full Scan,Deleted,Medium,1537.4,0,0
aa9b0d87-17ee-48c6-8f96-90667e540466,14-05-2025 05:06,Machine_53,Windows 7,C:/Users/User5/Downloads/file_1737.exe,Ransomware,Sandbox,Quick Scan,Quarantined,Low,3146.89,0,0
dcc45afe-19d6-4c96-8633-285c6b3dbab0,21-05-2025 20:11,Machine_31,Windows 7,C:/Users/User24/Downloads/file_6471.scr,Ransomware,Heuristic,Quick Scan,Blocked,Medium,3424.74,0,0
44f0ee9f-1fec-4436-85a4-27863e6cbcec,13-06-2025 16:39,Machine_55,macOS,C:/Users/User9/Downloads/file_2394.scr,Keylogger,Signature-based,Custom Scan,Blocked,Critical,2458.08,1,1
07f64db9-967a-4d82-9970-eaa4abc02a8e,15-06-2025 00:38,Machine_9,Windows 11,C:/Users/User33/Downloads/file_8870.scr,Worm,Heuristic,Quick Scan,Quarantined,Medium,3075.55,0,0
5ed27fbe-0a5d-43e1-bee3-3ea1588404fb,05-06-2025 23:10,Machine_65,macOS,C:/Users/User15/Downloads/file_1636.xlsx,Rootkit,Signature-based,Custom Scan,Ignored,High,1711.21,1,0
85e92174-8fe0-4f66-a84a-53306903716b,23-06-2025 07:07,Machine_93,Windows 11,C:/Users/User18/Downloads/file_2859.exe,Backdoor,Sandbox,Full Scan,Quarantined,Medium,3133.76,0,1
a3c15950-5262-419e-ba91-f90621b545a4,26-06-2025 00:52,Machine_41,Linux,C:/Users/User22/Downloads/file_4157.dll,Rootkit,Heuristic,Custom Scan,Blocked,Medium,169.68,1,1
f327b7b4-e179-421f-b0f7-1efc152ab1fd,28-05-2025 13:33,Machine_99,Windows 11,C:/Users/User38/Downloads/file_3993.scr,Worm,Behavioral,Full Scan,Quarantined,Critical,1143.38,1,1
93ed3a8b-d304-4442-b7c1-1a555a5c9f4b,23-06-2025 06:45,Machine_2,Windows 11,C:/Users/User4/Downloads/file_8671.dll,Rootkit,Heuristic,Full Scan,Ignored,Medium,280.57,1,1
fbf9c2d2-eea9-4303-96d7-1665852fb0a6,12-06-2025 19:27,Machine_93,Windows 7,C:/Users/User49/Downloads/file_4588.js,Ransomware,Behavioral,Quick Scan,Blocked,Critical,2282.88,0,0
204b120b-9881-44c5-a8d0-625375e9af5a,20-05-2025 06:39,Machine_98,Windows 10,C:/Users/User48/Downloads/file_1634.scr,Adware,Signature-based,Full Scan,Quarantined,High,2474.98,0,0
c8e99ddf-a6f8-47b6-91c3-f531a4c42d14,26-05-2025 20:57,Machine_38,macOS,C:/Users/User7/Downloads/file_8267.js,Backdoor,Signature-based,Full Scan,Quarantined,Low,4763.06,1,1
f4b8b49c-953b-4581-8942-726c6e29563b,18-06-2025 16:42,Machine_62,Windows 10,C:/Users/User34/Downloads/file_7855.xlsx,Ransomware,Heuristic,Full Scan,Deleted,High,1506.59,1,0
20e04adc-bfba-4ff9-897e-3bed8d5af65a,04-06-2025 02:57,Machine_73,Linux,C:/Users/User27/Downloads/file_8700.dll,Worm,Signature-based,Quick Scan,Blocked,Critical,3894.05,0,0
76d48872-5060-4f75-ac54-e61da98c2312,25-05-2025 05:54,Machine_42,macOS,C:/Users/User50/Downloads/file_1770.xlsx,Ransomware,Heuristic,Quick Scan,Blocked,Medium,677.35,1,1
22d0c11a-fbf5-4192-8a3e-e417cb88f534,30-06-2025 11:14,Machine_73,Linux,C:/Users/User31/Downloads/file_5200.exe,Spyware,Signature-based,Full Scan,Deleted,Low,4014.98,1,0
82863c6f-040d-42ad-94be-a1fdf4d9c408,04-06-2025 08:27,Machine_52,Linux,C:/Users/User11/Downloads/file_5646.scr,Trojan,Behavioral,Custom Scan,Quarantined,Low,4645.81,0,0
19e20e80-22a7-4b29-bef9-31712226e173,19-05-2025 01:16,Machine_66,macOS,C:/Users/User50/Downloads/file_5725.docx,Adware,Heuristic,Quick Scan,Ignored,High,3448.25,1,0
4d15070a-319d-40f1-b21c-1086ac16c297,28-06-2025 12:37,Machine_16,Windows 11,C:/Users/User30/Downloads/file_7016.dll,Backdoor,Signature-based,Quick Scan,Deleted,High,1213.95,1,1
37bdb48e-f942-43e8-a3c1-b85b321bd69a,29-05-2025 04:55,Machine_94,Windows 11,C:/Users/User23/Downloads/file_7247.scr,Ransomware,Signature-based,Custom Scan,Ignored,Medium,1902.81,1,0
f021f867-3a3f-43c8-8dcd-379f76019376,25-05-2025 00:47,Machine_27,Windows 10,C:/Users/User5/Downloads/file_6514.xlsx,Worm,Signature-based,Quick Scan,Quarantined,Medium,143.7,0,1
b958e5a2-62c1-4bf2-9c7b-6f24b96454dc,19-05-2025 22:45,Machine_32,macOS,C:/Users/User42/Downloads/file_4340.exe,Trojan,Behavioral,Quick Scan,Deleted,Low,4888.97,1,1
8dc4af28-888f-4982-8743-0934cba83aa4,25-05-2025 22:01,Machine_83,macOS,C:/Users/User29/Downloads/file_5003.js,Spyware,Behavioral,Custom Scan,Deleted,High,3875.9,0,0
7a9cdddc-1b46-4291-be87-738286bd3a41,18-06-2025 17:52,Machine_14,Windows 7,C:/Users/User43/Downloads/file_6096.xlsx,Adware,Sandbox,Custom Scan,Quarantined,High,4255.84,1,1
a89fac3f-0c86-4804-952c-f00f918b87bc,30-05-2025 08:31,Machine_57,Windows 7,C:/Users/User35/Downloads/file_3526.bat,Adware,Behavioral,Quick Scan,Quarantined,High,4258.31,1,0
484d79e7-b51d-4e20-9ba7-9bfb5808ef4e,27-05-2025 18:21,Machine_25,Windows 11,C:/Users/User13/Downloads/file_6690.js,Spyware,Behavioral,Custom Scan,Quarantined,Medium,4745.29,1,0
7da1b58a-6a30-4ba5-98f4-42bdc222dc25,28-06-2025 07:41,Machine_67,Windows 10,C:/Users/User22/Downloads/file_1459.scr,Rootkit,Signature-based,Full Scan,Quarantined,Critical,4042.43,1,1
beb17320-8c03-46b0-8bb2-776b57c8c9a5,07-06-2025 14:40,Machine_17,Windows 7,C:/Users/User12/Downloads/file_5595.scr,Backdoor,Sandbox,Full Scan,Ignored,High,3894.13,1,1
a170efcd-d757-4a2a-a5b4-55f08a294450,04-06-2025 16:25,Machine_76,Windows 11,C:/Users/User3/Downloads/file_6015.bat,Ransomware,Signature-based,Quick Scan,Blocked,Low,1935.73,0,1
c2b6c389-a634-4cb9-bac0-ea4ce8e764dc,07-06-2025 21:34,Machine_70,macOS,C:/Users/User9/Downloads/file_8495.js,Rootkit,Heuristic,Full Scan,Blocked,Medium,3926.86,1,1
71945517-3eaf-4a46-8459-88c7816c2c94,15-06-2025 21:05,Machine_3,Linux,C:/Users/User7/Downloads/file_3289.dll,Trojan,Behavioral,Quick Scan,Blocked,Medium,4299.24,1,1
f5a91b32-35da-4b42-89fc-8352b3bcac91,29-05-2025 05:38,Machine_78,macOS,C:/Users/User3/Downloads/file_2516.bat,Trojan,Heuristic,Quick Scan,Ignored,Critical,160.25,0,1
852ae149-2c5f-4a36-b989-82db9f7b47c5,23-05-2025 05:04,Machine_47,Windows 10,C:/Users/User46/Downloads/file_8813.xlsx,Spyware,Signature-based,Custom Scan,Blocked,Low,1091.95,1,0
799bd151-8752-4bba-849a-3f3a8f923fc3,01-06-2025 10:35,Machine_96,Linux,C:/Users/User20/Downloads/file_5039.xlsx,Ransomware,Heuristic,Full Scan,Ignored,Medium,3429.97,0,1
37907fa3-309f-4664-90bd-0eb527d9d7c5,18-05-2025 19:35,Machine_64,Linux,C:/Users/User17/Downloads/file_7785.xlsx,Rootkit,Behavioral,Custom Scan,Ignored,High,4214.4,0,0
401e57cd-c66a-4184-abee-78a4e1a18177,22-06-2025 13:22,Machine_93,Windows 11,C:/Users/User47/Downloads/file_2789.scr,Ransomware,Heuristic,Full Scan,Quarantined,Medium,667.95,0,1
e29ae2d0-1304-433c-b526-287f879c1266,12-05-2025 07:09,Machine_21,Windows 11,C:/Users/User39/Downloads/file_4418.bat,Adware,Sandbox,Full Scan,Quarantined,Critical,2046.23,1,0
3ce0f8c8-91da-46e1-9336-344291366e70,05-06-2025 20:55,Machine_6,Windows 7,C:/Users/User47/Downloads/file_7380.js,Rootkit,Signature-based,Quick Scan,Deleted,Critical,1160.87,0,0
5275c5c4-0429-4479-aee2-6191ad54ffd7,11-05-2025 13:04,Machine_45,Windows 10,C:/Users/User9/Downloads/file_3150.pdf,Trojan,Sandbox,Custom Scan,Ignored,High,2940.37,0,0
a5abeb36-9717-4a5f-afe7-4b64618317a0,21-06-2025 22:45,Machine_100,macOS,C:/Users/User32/Downloads/file_8889.xlsx,Adware,Heuristic,Custom Scan,Deleted,High,3497.56,0,0
45f4fb66-68fe-4ee2-8a14-7a2a714c90b6,23-06-2025 08:26,Machine_25,Windows 11,C:/Users/User46/Downloads/file_8216.docx,Keylogger,Heuristic,Quick Scan,Ignored,Low,210.12,0,1
3ef6ee17-9d66-40fa-83ec-3fb91f281b5b,10-05-2025 03:17,Machine_63,macOS,C:/Users/User49/Downloads/file_3705.dll,Ransomware,Heuristic,Custom Scan,Ignored,Critical,4782.28,1,1
248b4b05-0026-41ea-89fb-8f215748a826,31-05-2025 00:39,Machine_64,Windows 10,C:/Users/User24/Downloads/file_6840.scr,Spyware,Signature-based,Quick Scan,Ignored,Medium,26.49,0,0
07a75051-950e-4bfc-9860-1938fdbbd38d,02-07-2025 23:50,Machine_59,Windows 11,C:/Users/User2/Downloads/file_6920.exe,Backdoor,Heuristic,Quick Scan,Blocked,Critical,4250.71,0,0
8f418019-604a-4dad-93b7-ec761a74a18f,22-05-2025 15:20,Machine_79,macOS,C:/Users/User13/Downloads/file_5508.dll,Ransomware,Behavioral,Quick Scan,Deleted,Critical,3350.86,1,0
5d5138cb-9b74-4014-823c-070fbf8795b8,30-06-2025 00:28,Machine_20,macOS,C:/Users/User35/Downloads/file_1303.exe,Trojan,Sandbox,Quick Scan,Deleted,Low,2806.07,1,0
743578cc-163f-4f9e-a0f5-e5cbb3da6c28,25-05-2025 04:57,Machine_97,Windows 10,C:/Users/User34/Downloads/file_5575.js,Adware,Heuristic,Custom Scan,Ignored,Critical,3863.27,0,0
467ff993-6691-4747-96ea-9295aebd3fea,30-05-2025 08:38,Machine_10,Windows 7,C:/Users/User40/Downloads/file_9455.scr,Rootkit,Signature-based,Full Scan,Ignored,Critical,3948.85,0,0
42cfc8ff-7cf3-4e9f-b93e-c7403c5b64a1,26-05-2025 05:57,Machine_26,Windows 10,C:/Users/User36/Downloads/file_9614.exe,Keylogger,Signature-based,Custom Scan,Ignored,Low,2326.96,0,0
7c634a59-ec6f-437e-8aea-effec5aca69a,06-06-2025 03:41,Machine_16,Windows 11,C:/Users/User2/Downloads/file_1771.scr,Keylogger,Sandbox,Custom Scan,Ignored,Critical,1626.09,1,0
f134aba4-5f87-4b5e-ba71-727db473a292,11-06-2025 21:24,Machine_74,Windows 10,C:/Users/User20/Downloads/file_6492.exe,Ransomware,Sandbox,Quick Scan,Deleted,Critical,2064.45,1,1
dc31d1dd-80c3-4e75-a216-ea168a5ce168,22-05-2025 10:06,Machine_58,Windows 11,C:/Users/User33/Downloads/file_8032.js,Worm,Signature-based,Full Scan,Deleted,Low,1545.78,0,1
7ad0c370-2573-4b43-99e7-399868430e18,10-06-2025 10:51,Machine_6,Windows 7,C:/Users/User26/Downloads/file_3395.dll,Backdoor,Sandbox,Full Scan,Deleted,High,3025.85,0,1
88501d23-de55-4dac-b38c-309b4a8b4679,20-05-2025 08:26,Machine_55,macOS,C:/Users/User29/Downloads/file_5201.exe,Backdoor,Sandbox,Custom Scan,Ignored,High,2235.36,0,0
edae2392-7f6d-4726-90d6-c2690d5f54ef,15-05-2025 07:13,Machine_51,macOS,C:/Users/User30/Downloads/file_3477.bat,Ransomware,Signature-based,Custom Scan,Blocked,Medium,3267.33,1,1
4b853906-672f-48e9-8a14-d4e6f298ce01,31-05-2025 00:46,Machine_59,macOS,C:/Users/User4/Downloads/file_2187.pdf,Ransomware,Heuristic,Quick Scan,Blocked,High,1785.09,0,1
414351e7-3645-46b4-8ee7-c99fe2ee2155,02-06-2025 23:11,Machine_57,Linux,C:/Users/User1/Downloads/file_5430.scr,Trojan,Behavioral,Quick Scan,Blocked,Medium,1947.95,0,1
95747e62-4bff-4c74-a24e-122d07b6cf5c,15-06-2025 05:46,Machine_51,Linux,C:/Users/User12/Downloads/file_8079.pdf,Trojan,Heuristic,Custom Scan,Deleted,Critical,4764.38,1,1
72f57c52-00a3-4a1e-af5d-9c72b343e206,21-05-2025 10:31,Machine_19,Windows 7,C:/Users/User25/Downloads/file_8926.pdf,Worm,Heuristic,Quick Scan,Quarantined,Low,2765.07,1,1
7873b539-dff6-4791-8fd4-dcf5d245d148,28-06-2025 02:56,Machine_74,Windows 7,C:/Users/User38/Downloads/file_2886.js,Spyware,Heuristic,Custom Scan,Ignored,Medium,1705.39,1,1
337372aa-1ef0-4cb5-adce-d7415bce59b7,11-05-2025 21:57,Machine_1,Linux,C:/Users/User35/Downloads/file_1013.js,Backdoor,Heuristic,Full Scan,Quarantined,Medium,158.98,1,0
7d3c50ce-e9f6-4e17-906c-c2251eed6fe9,02-06-2025 20:57,Machine_82,macOS,C:/Users/User22/Downloads/file_4097.pdf,Rootkit,Sandbox,Custom Scan,Ignored,Critical,4329.39,1,0
c0e84fb9-a9a2-4c2d-8599-8b1a80a1586a,27-06-2025 09:12,Machine_6,macOS,C:/Users/User3/Downloads/file_1407.scr,Ransomware,Sandbox,Quick Scan,Ignored,Medium,1241.37,1,0
681e7dab-2b71-4a8d-b881-18d383297fbe,14-05-2025 22:33,Machine_36,Linux,C:/Users/User6/Downloads/file_8998.xlsx,Ransomware,Heuristic,Full Scan,Blocked,Low,3303.29,1,0
10777514-f79c-4e7b-9496-e82710743f0d,27-06-2025 21:47,Machine_90,macOS,C:/Users/User28/Downloads/file_4054.dll,Rootkit,Sandbox,Custom Scan,Blocked,High,4163.08,1,1
f6f04c84-2722-4ff0-9dad-e55cae7f2221,15-06-2025 09:00,Machine_65,macOS,C:/Users/User28/Downloads/file_2997.pdf,Ransomware,Sandbox,Full Scan,Quarantined,High,855.85,1,0
d57b09d8-57d6-49f5-836d-ee8b25a501f4,16-05-2025 04:00,Machine_33,Windows 10,C:/Users/User47/Downloads/file_9243.scr,Adware,Sandbox,Quick Scan,Ignored,Medium,415.38,0,0
26b9fa3f-b335-43d0-ab67-c4c556598fc9,29-05-2025 21:34,Machine_92,Windows 11,C:/Users/User37/Downloads/file_9587.pdf,Worm,Behavioral,Custom Scan,Quarantined,Low,2307.82,0,0
838df0ef-2fea-4167-b3ac-1c556f47e2b0,23-05-2025 10:59,Machine_85,Windows 10,C:/Users/User19/Downloads/file_5474.xlsx,Rootkit,Sandbox,Full Scan,Blocked,Low,1820.08,1,0
d2446b10-15d5-41ad-ab5b-7f01363cafd4,24-06-2025 02:44,Machine_84,macOS,C:/Users/User25/Downloads/file_1115.xlsx,Rootkit,Sandbox,Custom Scan,Deleted,Low,4460.26,1,1
ded9581b-0d40-4b6d-b036-07cec401cbca,14-06-2025 23:31,Machine_57,macOS,C:/Users/User32/Downloads/file_8374.bat,Rootkit,Sandbox,Custom Scan,Blocked,Critical,2007.35,1,1
1dec9aff-9fb7-4a1b-ad3f-e3e7aecd630a,17-06-2025 06:12,Machine_6,Linux,C:/Users/User23/Downloads/file_3059.exe,Rootkit,Heuristic,Custom Scan,Blocked,High,1651.01,1,0
42a1c20d-e5c3-4ed0-a1f8-e9bb39b992d0,16-05-2025 20:31,Machine_63,Windows 7,C:/Users/User4/Downloads/file_5710.scr,Adware,Sandbox,Quick Scan,Blocked,High,1498.94,1,0
91734a72-2c7d-43f2-a045-d245c33c89fb,26-05-2025 04:13,Machine_1,macOS,C:/Users/User5/Downloads/file_6927.exe,Keylogger,Heuristic,Custom Scan,Blocked,Medium,3228.55,1,1
6d0ff23d-4374-40da-accb-92896bbcfccc,13-05-2025 08:51,Machine_8,macOS,C:/Users/User31/Downloads/file_3288.xlsx,Keylogger,Sandbox,Quick Scan,Quarantined,Medium,815.32,0,1
bd6e3e54-ea49-48af-846d-09857e973e45,02-06-2025 23:57,Machine_8,Windows 11,C:/Users/User6/Downloads/file_9912.docx,Spyware,Heuristic,Quick Scan,Quarantined,Low,4609.29,1,0
2d6f6ec7-3216-4fc8-82c8-87f35d7db01c,17-06-2025 21:11,Machine_46,Windows 7,C:/Users/User33/Downloads/file_9712.js,Rootkit,Sandbox,Full Scan,Ignored,Medium,3484.17,1,0
be3444ef-3017-40a5-b0f9-d84f9175b730,04-07-2025 07:03,Machine_51,Windows 10,C:/Users/User22/Downloads/file_2225.xlsx,Spyware,Sandbox,Custom Scan,Blocked,High,1735.48,0,1
96432bf5-0164-4990-80fb-ca1a4d05673d,17-05-2025 01:46,Machine_58,Linux,C:/Users/User35/Downloads/file_4272.scr,Worm,Heuristic,Full Scan,Ignored,Critical,4776.43,1,0
8e9f6989-5b27-4280-8cb3-2bd588ddcea8,29-05-2025 17:48,Machine_70,Linux,C:/Users/User23/Downloads/file_9801.bat,Ransomware,Signature-based,Full Scan,Deleted,High,4723.03,1,0
8b44b1d2-0ea7-4f2a-ae74-55a17b5ec148,21-05-2025 21:50,Machine_77,Linux,C:/Users/User48/Downloads/file_2816.bat,Adware,Behavioral,Full Scan,Ignored,Critical,2107.42,0,0
